"Name","DisplayName","State","StartMode","PathName","ServiceType"
"MSKSSRV","Proxy de servi?o de stream Microsoft","Stopped","Manual","C:\WINDOWS\system32\drivers\MSKSSRV.sys","Kernel Driver"
"msgpiowin32","Driver Comum para Bot?es, Indicador de Modo de Encaixe e Notebook/Slate","Stopped","Manual","C:\WINDOWS\system32\drivers\msgpiowin32.sys","Kernel Driver"
"mshidkmdf","Pass-through HID to KMDF Filter Driver","Stopped","Manual","C:\WINDOWS\system32\drivers\mshidkmdf.sys","Kernel Driver"
"MSPCLOCK","Proxy do rel?gio de stream Microsoft","Stopped","Manual","C:\WINDOWS\system32\drivers\MSPCLOCK.sys","Kernel Driver"
"MsSecFlt","Minifiltro do Componente de Eventos de Seguran?a da Microsoft","Stopped","Manual","C:\WINDOWS\system32\drivers\mssecflt.sys","Kernel Driver"
"MsSecWfp","Driver de Chamada WFP de Seguran?a da Microsoft","Stopped","Manual","C:\WINDOWS\system32\drivers\mssecwfp.sys","Kernel Driver"
"MSPQM","Proxy de gerenciador de qualidade de stream Microsoft","Stopped","Manual","C:\WINDOWS\system32\drivers\MSPQM.sys","Kernel Driver"
"MsRPC","MsRPC","Stopped","Manual","C:\WINDOWS\system32\drivers\MsRPC.sys","Kernel Driver"
"MsBridge","Ponte Microsoft MAC","Stopped","Manual","C:\WINDOWS\system32\drivers\bridge.sys","Kernel Driver"
"megasas2i","megasas2i","Stopped","Manual","C:\WINDOWS\system32\drivers\MegaSas2i.sys","Kernel Driver"
"megasas35i","megasas35i","Stopped","Manual","C:\WINDOWS\system32\drivers\megasas35i.sys","Kernel Driver"
"MbbCx","MBB Network Adapter Class Extension","Stopped","Manual","C:\WINDOWS\system32\drivers\MbbCx.sys","Kernel Driver"
"megasas","megasas","Stopped","Manual","C:\WINDOWS\system32\drivers\megasas.sys","Kernel Driver"
"megasr","megasr","Stopped","Manual","C:\WINDOWS\system32\drivers\megasr.sys","Kernel Driver"
"Modem","Modem","Stopped","Manual","C:\WINDOWS\system32\drivers\modem.sys","Kernel Driver"
"MRxDAV","Driver do Redirecionador de Cliente WebDav","Stopped","Manual","C:\WINDOWS\system32\drivers\mrxdav.sys","File System Driver"
"Microsoft_Bluetooth_AvrcpTransport","Driver de Transporte Avrcp Bluetooth da Microsoft","Stopped","Manual","C:\WINDOWS\system32\drivers\Microsoft.Bluetooth.AvrcpTransport.sys","Kernel Driver"
"mlx4_bus","Mellanox ConnectX Bus Enumerator","Stopped","Manual","C:\WINDOWS\system32\drivers\mlx4_bus.sys","Kernel Driver"
